0.100000,1.904124
0.109910,1.842618
0.119820,1.841182
0.129730,1.856594
0.139640,1.835296
0.149550,1.763588
0.159459,1.678116
0.169369,1.655451
0.179279,1.685318
0.189189,1.661746
0.199099,1.606156
0.209009,1.589476
0.218919,1.572572
0.228829,1.522339
0.238739,1.487327
0.248649,1.496084
0.258559,1.524009
0.268468,1.521883
0.278378,1.467228
0.288288,1.367610
0.298198,1.260573
0.308108,1.171899
0.318018,1.108916
0.327928,1.065441
0.337838,1.031294
0.347748,1.001113
0.357658,0.978316
0.367568,0.965145
0.377477,0.955261
0.387387,0.942562
0.397297,0.923656
0.407207,0.898741
0.417117,0.871307
0.427027,0.843543
0.436937,0.814801
0.446847,0.784186
0.456757,0.752631
0.466667,0.722867
0.476577,0.697850
0.486486,0.679022
0.496396,0.666377
0.506306,0.659345
0.516216,0.656585
0.526126,0.656211
0.536036,0.656635
0.545946,0.657075
0.555856,0.657458
0.565766,0.657758
0.575676,0.657665
0.585586,0.657030
0.595495,0.656311
0.605405,0.656433
0.615315,0.658416
0.625225,0.663033
0.635135,0.670380
0.645045,0.679583
0.654955,0.689025
0.664865,0.696993
0.674775,0.702300
0.684685,0.704565
0.694595,0.704124
0.704505,0.701752
0.714414,0.698413
0.724324,0.695070
0.734234,0.692539
0.744144,0.691391
0.754054,0.691929
0.763964,0.694176
0.773874,0.697873
0.783784,0.702545
0.793694,0.707646
0.803604,0.712706
0.813514,0.717444
0.823423,0.721792
0.833333,0.725864
0.843243,0.729855
0.853153,0.733861
0.863063,0.737633
0.872973,0.740454
0.882883,0.741182
0.892793,0.738552
0.902703,0.731692
0.912613,0.720616
0.922523,0.706337
0.932432,0.690509
0.942342,0.674858
0.952252,0.660753
0.962162,0.649059
0.972072,0.640202
0.981982,0.634306
0.991892,0.631332
1.001802,0.631161
1.011712,0.633654
1.021622,0.638657
1.031532,0.645994
1.041441,0.655441
1.051351,0.666686
1.061261,0.679304
1.071171,0.692748
1.081081,0.706383
1.090991,0.719572
1.100901,0.731794
1.110811,0.742735
1.120721,0.752332
1.130631,0.760732
1.140541,0.768189
1.150450,0.774969
1.160360,0.781273
1.170270,0.787207
1.180180,0.792784
1.190090,0.797949
1.200000,0.802613
1.209910,0.806691
1.219820,0.810131
1.229730,0.812929
1.239640,0.815122
1.249550,0.816783
1.259459,0.818011
1.269369,0.818914
1.279279,0.819603
1.289189,0.820171
1.299099,0.820691
1.309009,0.821213
1.318919,0.821760
1.328829,0.822338
1.338739,0.822940
1.348649,0.823558
1.358559,0.824187
1.368468,0.824836
1.378378,0.825536
1.388288,0.826337
1.398198,0.827312
1.408108,0.828555
1.418018,0.830172
1.427928,0.832273
1.437838,0.834965
1.447748,0.838338
1.457658,0.842454
1.467568,0.847337
1.477477,0.852967
1.487387,0.859274
1.497297,0.866140
1.507207,0.873400
1.517117,0.880851
1.527027,0.888260
1.536937,0.895380
1.546847,0.901957
1.556757,0.907748
1.566667,0.912534
1.576577,0.916125
1.586486,0.918378
1.596396,0.919194
1.606306,0.918530
1.616216,0.916395
1.626126,0.912850
1.636036,0.908003
1.645946,0.902001
1.655856,0.895023
1.665766,0.887271
1.675676,0.878961
1.685586,0.870314
1.695495,0.861544
1.705405,0.852858
1.715315,0.844446
1.725225,0.836476
1.735135,0.829091
1.745045,0.822410
1.754955,0.816525
1.764865,0.811499
1.774775,0.807371
1.784685,0.804154
1.794595,0.801836
1.804505,0.800385
1.814414,0.799747
1.824324,0.799854
1.834234,0.800620
1.844144,0.801948
1.854054,0.803734
1.863964,0.805863
1.873874,0.808220
1.883784,0.810685
1.893694,0.813139
1.903604,0.815466
1.913514,0.817553
1.923423,0.819296
1.933333,0.820595
1.943243,0.821363
1.953153,0.821523
1.963063,0.821013
1.972973,0.819784
1.982883,0.817800
1.992793,0.815046
2.002703,0.811519
2.012613,0.807234
2.022523,0.802220
2.032432,0.796520
2.042342,0.790187
2.052252,0.783287
2.062162,0.775890
2.072072,0.768072
2.081982,0.759913
2.091892,0.751491
2.101802,0.742885
2.111712,0.734172
2.121622,0.725422
2.131532,0.716702
2.141441,0.708073
2.151351,0.699587
